arrangement_id	authoritative_factor_count	authoritative_parse_status	canonical_signature_match	historical_factor_count	notes	refined_classification
277	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
278	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
279	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
280	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
281	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
282	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
283	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
284	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
285	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
286	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
287	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
288	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
289	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
290	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
291	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
292	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
293	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
294	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
295	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
296	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
297	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
298	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
299	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
300	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
301	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
302	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
303	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
304	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
305	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
306	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
307	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
308	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
309	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
310	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
311	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
312	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
313	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
314	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
315	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
316	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
317	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
318	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
319	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
320	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
321	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
322	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
323	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
324	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
325	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
326	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
327	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
328	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
329	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
330	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
331	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
332	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
333	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
334	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
335	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
336	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
337	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
338	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
339	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
340	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
341	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
342	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
343	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
344	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
345	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
346	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
347	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
348	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
349	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
350	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
351	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
352	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
353	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
354	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
355	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
356	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
357	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
358	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
359	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
360	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
361	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
362	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
363	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
364	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
365	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
366	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
367	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
368	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
369	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
370	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
371	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
372	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
373	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
374	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
375	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
376	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
377	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
378	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
379	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
380	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
381	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
382	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
383	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
384	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
385	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
386	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
387	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
388	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
389	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
390	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
391	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
392	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
393	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
394	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
395	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
396	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
397	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
398	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
399	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
400	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
401	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
402	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
403	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
404	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
405	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
406	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
407	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
408	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
409	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
410	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
411	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
412	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
413	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
414	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
415	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
416	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
417	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
418	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
419	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
420	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
421	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
422	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
423	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
424	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
425	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
426	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
427	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
428	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
429	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
430	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
431	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
432	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
433	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
434	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
435	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
436	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
437	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
438	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
439	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
440	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
441	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
442	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
443	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
444	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
445	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
446	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
447	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
448	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
449	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
450	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
451	8	STAGED_EXACT_8_FACTOR_PARSE	False	13	451:unbalanced_parenthesis_inside_fraction_argument	HISTORICAL_PARSER_ERROR
452	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		ALGEBRAIC_CONSTANT_NORMALIZATION_DIFFERENCE
453	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		ALGEBRAIC_CONSTANT_NORMALIZATION_DIFFERENCE
454	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		TEXT_ONLY_DIFFERENCE
455	8	STAGED_EXACT_8_FACTOR_PARSE	False	8		PARAMETER_RENAMING_DIFFERENCE
