arrangement_id	ast_status	canonical_eight_factors	coefficient_domain	parse_warnings	raw_equation	top_level_factor_count
366	parsed	"[""x"", ""(x+t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)"", ""(A0*x+A1*y+(-A1-A2)*z)"", ""(A0*A3*x+A0*A1*y+(-A0*A1-A0*A2)*z+(-A0*A2+A2*A3)*t)""]"	Q(parameters)		x(x + t)y(y + t)z(z + t)(A_{0}x + A_{1}y + (-A_{1} - A_{2})z)(A_{0}A_{3}x + A_{0}A_{1}y + (-A_{0}A_{1} - A_{0}A_{2})z + (-A_{0}A_{2} + A_{2}A_{3})t)	8
367	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""z"", ""t"", ""((-A0+A1)*x+A1*y+A1*t)"", ""(x+y+z+t)"", ""(A1*y+A2*z+A3*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)zt((-A_{0} + A_{1})x + A_{1}y + A_{1}t)(x + y + z + t)(A_{1}y + A_{2}z + A_{3}t)	8
368	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""z"", ""t"", ""((-A0+A1)*x+A2*y+A1*t)"", ""(x+y+z+t)"", ""(A2*x+A2*y+A3*z+A1*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)zt((-A_{0} + A_{1})x + A_{2}y + A_{1}t)(x + y + z + t)(A_{2}x + A_{2}y + A_{3}z + A_{1}t)	8
369	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""z"", ""t"", ""(A2*x+A3*y+A3*t)"", ""(x+y+z+t)"", ""((A0+A2)*x+(A0+A2)*y+A1*z+A3*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)zt(A_{2}x + A_{3}y + A_{3}t)(x + y + z + t)((A_{0} + A_{2})x + (A_{0} + A_{2})y + A_{1}z + A_{3}t)	8
370	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""t"", ""(A2*x-A1*y+A2*t)"", ""(A3*x+A0*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)t(A_{2}x - A_{1}y + A_{2}t)(A_{3}x + A_{0}z + A_{2}t)(x + y + z + t)	8
371	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""t"", ""(A3*x+(-A1+A2)*y+A2*t)"", ""(A3*x+A3*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)t(A_{3}x + (-A_{1} + A_{2})y + A_{2}t)(A_{3}x + A_{3}z + A_{2}t)(x + y + z + t)	8
372	parsed	"[""x"", ""(A0*x+A2*y+A3*z)"", ""y"", ""z"", ""t"", ""(A1*x+A2*y+A3*z+A2*t)"", ""((A1-A3)*x+(A2-A3)*y+(A1-A3)*t)"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{2}y + A_{3}z)yzt(A_{1}x + A_{2}y + A_{3}z + A_{2}t)((A_{1} - A_{3})x + (A_{2} - A_{3})y + (A_{1} - A_{3})t)(x + y + z + t)	8
373	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(2*A2*x+A2*y+A3*t)"", ""t"", ""(A2*y+2*A2*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(2A_{2}x + A_{2}y + A_{3}t)t(A_{2}y + 2A_{2}z + A_{3}t)(x + y + z + t)	8
374	parsed	"[""x"", ""(A0*A2*x+A1*A3*y+A0*A2*z+A1**2*t)"", ""(A0*A3*x+A0*A3*y+A0*A2*z+A1**2*t)"", ""y"", ""(A1*x+A3*y+A2*z+A1*t)"", ""z"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}A_{2}x + A_{1}A_{3}y + A_{0}A_{2}z + A_{1}^2t)(A_{0}A_{3}x + A_{0}A_{3}y + A_{0}A_{2}z + A_{1}^2t)y(A_{1}x + A_{3}y + A_{2}z + A_{1}t)zt(x + y + z + t)	8
375	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+(A0-A2+A3)*z)"", ""(A2*x+A3*y+A3*t)"", ""t"", ""(x+y+z+t)"", ""(A2*x+(-A0+A1+A2)*y+A3*z+A3*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + (A_{0} - A_{2} + A_{3})z)(A_{2}x + A_{3}y + A_{3}t)t(x + y + z + t)(A_{2}x + (-A_{0} + A_{1} + A_{2})y + A_{3}z + A_{3}t)	8
376	parsed	"[""x"", ""y"", ""(y+t)"", ""(x+t)"", ""(x+y-z)"", ""z"", ""(z+t)"", ""(A0*x+A1*y+A2*z+A3*t)""]"	Q(parameters)		xy(y + t)(x + t)(x + y - z)z(z + t)(A_{0}x + A_{1}y + A_{2}z + A_{3}t)	8
377	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""t"", ""(A0*x+A2*y+A2*t)"", ""(A0*x+A3*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)t(A_{0}x + A_{2}y + A_{2}t)(A_{0}x + A_{3}z + A_{3}t)(x + y + z + t)	8
378	parsed	"[""x"", ""(x+t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)"", ""(A0*x+A2*y+A3*z)"", ""(A1*x+A2*y+A3*z+(A2+A3)*t)""]"	Q(parameters)		x(x + t)y(y + t)z(z + t)(A_{0}x + A_{2}y + A_{3}z)(A_{1}x + A_{2}y + A_{3}z + (A_{2} + A_{3})t)	8
379	parsed	"[""x"", ""(A0*x+A2*y+A3*z)"", ""y"", ""z"", ""t"", ""(A1*x+A2*y+A3*z+A2*t)"", ""((A1-A3)*x+(A1-A3)*y+(A2-A3)*t)"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{2}y + A_{3}z)yzt(A_{1}x + A_{2}y + A_{3}z + A_{2}t)((A_{1} - A_{3})x + (A_{1} - A_{3})y + (A_{2} - A_{3})t)(x + y + z + t)	8
380	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A0*y+A1*z)"", ""t"", ""(A2*x+A3*y+A1*t)"", ""(x+y+z+t)"", ""(A2*x+A3*y+(-A0+A1)*z+(-A0+A1)*t)""]"	Q(parameters)		xyz(A_{0}x + A_{0}y + A_{1}z)t(A_{2}x + A_{3}y + A_{1}t)(x + y + z + t)(A_{2}x + A_{3}y + (-A_{0} + A_{1})z + (-A_{0} + A_{1})t)	8
381	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""t"", ""(A2*x+(A0-A1)*y+A0*t)"", ""(A2*x+A3*z+A0*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)t(A_{2}x + (A_{0} - A_{1})y + A_{0}t)(A_{2}x + A_{3}z + A_{0}t)(x + y + z + t)	8
382	parsed	"[""(A0*A1*x+A0*A2*y+A1*A2*z+A2*A3*t)"", ""(A1*x+A2*y+A1*z+A3*t)"", ""x"", ""y"", ""z"", ""t"", ""(A3*x+A0*y+A0*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		(A_{0}A_{1}x + A_{0}A_{2}y + A_{1}A_{2}z + A_{2}A_{3}t)(A_{1}x + A_{2}y + A_{1}z + A_{3}t)xyzt(A_{3}x + A_{0}y + A_{0}z + A_{3}t)(x + y + z + t)	8
383	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""t"", ""(A0*x+A1*y-A2*t)"", ""(A0*x+A0*y+A3*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)t(A_{0}x + A_{1}y - A_{2}t)(A_{0}x + A_{0}y + A_{3}z + A_{3}t)(x + y + z + t)	8
384	parsed	"[""x"", ""(x+t)"", ""(A0*x+A1*y+A2*z+A3*t)"", ""(A0*x+A1*y+A2*z+A4*t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)""]"	Q(parameters)		x(x + t)(A_{0}x + A_{1}y + A_{2}z + A_{3}t)(A_{0}x + A_{1}y + A_{2}z + A_{4}t)y(y + t)z(z + t)	8
385	parsed	"[""(A1*A2*x+A0**2*y+A1*A3*z+A0*A3*t)"", ""x"", ""(A1*A2*x+A0**2*y+A1*A2*z+A0*A2*t)"", ""y"", ""z"", ""(A0**2*x+A0**2*y+A0*A3*z+A0*A3*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		(A_{1}A_{2}x + A_{0}^2y + A_{1}A_{3}z + A_{0}A_{3}t)x(A_{1}A_{2}x + A_{0}^2y + A_{1}A_{2}z + A_{0}A_{2}t)yz(A_{0}^2x + A_{0}^2y + A_{0}A_{3}z + A_{0}A_{3}t)t(x + y + z + t)	8
386	parsed	"[""x"", ""y"", ""z"", ""(A2*x+A0*y+A1*z)"", ""((A2**2*A4-A2*A3*A4)*x+(-A2*A3*A4+A2*A4**2)*z+(-A2**2*A3+A2**2*A4)*t)"", ""(A2*x+A3*y+A4*z+A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{2}x + A_{0}y + A_{1}z)((A_{2}^2A_{4} - A_{2}A_{3}A_{4})x + (-A_{2}A_{3}A_{4} + A_{2}A_{4}^2)z + (-A_{2}^2A_{3} + A_{2}^2A_{4})t)(A_{2}x + A_{3}y + A_{4}z + A_{2}t)t(x + y + z + t)	8
387	parsed	"[""x"", ""y"", ""z"", ""((A0-A4)*x+(A2-A4)*y+(A2-A4)*z)"", ""(A0*x+A2*y+A4*t)"", ""t"", ""(A1*x+A2*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((A_{0} - A_{4})x + (A_{2} - A_{4})y + (A_{2} - A_{4})z)(A_{0}x + A_{2}y + A_{4}t)t(A_{1}x + A_{2}y + A_{3}z + A_{4}t)(x + y + z + t)	8
388	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+(-A0-A1)*z)"", ""(x+t)"", ""(y+t)"", ""(z+t)"", ""(A0*x+A2*y+A3*z+A4*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)(x + t)(y + t)(z + t)(A_{0}x + A_{2}y + A_{3}z + A_{4}t)	8
389	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""z"", ""t"", ""(A0*x+A2*y+A3*t)"", ""(x+y+z+t)"", ""(A0*x+A4*y+A1*z+A1*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)zt(A_{0}x + A_{2}y + A_{3}t)(x + y + z + t)(A_{0}x + A_{4}y + A_{1}z + A_{1}t)	8
390	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A2*y+A3*z)"", ""(A1*x+A3*z+A4*t)"", ""(A4*x+A2*y+A3*z+A4*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{2}y + A_{3}z)(A_{1}x + A_{3}z + A_{4}t)(A_{4}x + A_{2}y + A_{3}z + A_{4}t)t(x + y + z + t)	8
391	parsed	"[""x"", ""y"", ""z"", ""((A2-A4)*x+A0*y+(A3-A4)*z)"", ""(A1*x+A2*y+A4*t)"", ""t"", ""(A2*x+A2*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((A_{2} - A_{4})x + A_{0}y + (A_{3} - A_{4})z)(A_{1}x + A_{2}y + A_{4}t)t(A_{2}x + A_{2}y + A_{3}z + A_{4}t)(x + y + z + t)	8
392	parsed	"[""x"", ""y"", ""z"", ""((A1-A4)*x+(A2-A4)*y+(A2-A4)*z)"", ""(A0*x+A2*y+A4*t)"", ""t"", ""(A1*x+A2*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((A_{1} - A_{4})x + (A_{2} - A_{4})y + (A_{2} - A_{4})z)(A_{0}x + A_{2}y + A_{4}t)t(A_{1}x + A_{2}y + A_{3}z + A_{4}t)(x + y + z + t)	8
393	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A2*y+A3*z)"", ""(A4*x+A3*z+A4*t)"", ""(A1*x+A2*y+A3*z+A4*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{2}y + A_{3}z)(A_{4}x + A_{3}z + A_{4}t)(A_{1}x + A_{2}y + A_{3}z + A_{4}t)t(x + y + z + t)	8
394	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""(A0*x+A2*y+A4*t)"", ""t"", ""(A2*x+A2*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)(A_{0}x + A_{2}y + A_{4}t)t(A_{2}x + A_{2}y + A_{3}z + A_{4}t)(x + y + z + t)	8
395	parsed	"[""x"", ""y"", ""z"", ""(A1*x+A0*y+A1*z)"", ""(A1**2*A4*x+(A0*A1*A2-A0*A2*A4+A1*A2*A4)*y+A1*A2*A4*t)"", ""t"", ""(A1**2*x+(A0*A1-A0*A4+A1*A4)*y+A1*A3*z+A1*A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{1}x + A_{0}y + A_{1}z)(A_{1}^2A_{4}x + (A_{0}A_{1}A_{2} - A_{0}A_{2}A_{4} + A_{1}A_{2}A_{4})y + A_{1}A_{2}A_{4}t)t(A_{1}^2x + (A_{0}A_{1} - A_{0}A_{4} + A_{1}A_{4})y + A_{1}A_{3}z + A_{1}A_{4}t)(x + y + z + t)	8
396	parsed	"[""x"", ""y"", ""z"", ""(A1**2*A3*x+A0*A1*A3*y+(A0*A1*A4-A0*A2*A4+A2*A3*A4)*z)"", ""(A1**2*x+A2*A4*z+A1*A2*t)"", ""(A1*x+A3*y+A4*z+A1*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{1}^2A_{3}x + A_{0}A_{1}A_{3}y + (A_{0}A_{1}A_{4} - A_{0}A_{2}A_{4} + A_{2}A_{3}A_{4})z)(A_{1}^2x + A_{2}A_{4}z + A_{1}A_{2}t)(A_{1}x + A_{3}y + A_{4}z + A_{1}t)t(x + y + z + t)	8
397	parsed	"[""x"", ""y"", ""z"", ""(A0*x+(A2-A4)*y+(A3-A4)*z)"", ""(A4*x+A3*z+A4*t)"", ""(A1*x+A2*y+A3*z+A4*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + (A_{2} - A_{4})y + (A_{3} - A_{4})z)(A_{4}x + A_{3}z + A_{4}t)(A_{1}x + A_{2}y + A_{3}z + A_{4}t)t(x + y + z + t)	8
398	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A4*t)"", ""t"", ""(A4*x+A2*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{4}t)t(A_{4}x + A_{2}y + A_{3}z + A_{4}t)(x + y + z + t)	8
399	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A0*y+A1*z)"", ""(A0*x+A3*y+A4*t)"", ""t"", ""(A2*x+A3*y+A4*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{0}y + A_{1}z)(A_{0}x + A_{3}y + A_{4}t)t(A_{2}x + A_{3}y + A_{4}z + A_{4}t)(x + y + z + t)	8
400	parsed	"[""x"", ""y"", ""z"", ""((A1-A4)*x+(A3-A4)*y+A0*z)"", ""(A1*x+A3*y+A4*t)"", ""t"", ""(A2*x+A3*y+A4*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((A_{1} - A_{4})x + (A_{3} - A_{4})y + A_{0}z)(A_{1}x + A_{3}y + A_{4}t)t(A_{2}x + A_{3}y + A_{4}z + A_{4}t)(x + y + z + t)	8
401	parsed	"[""x"", ""y"", ""z"", ""(A1*x+A2*y+A0*z)"", ""(A1*x+A2*y+A3*t)"", ""t"", ""(A4*x+A2*y+A3*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{1}x + A_{2}y + A_{0}z)(A_{1}x + A_{2}y + A_{3}t)t(A_{4}x + A_{2}y + A_{3}z + A_{3}t)(x + y + z + t)	8
402	parsed	"[""x"", ""y"", ""z"", ""(A1**3*x+A0*A1**2*y+(A0*A1**2-A0*A2*A4+A1*A2*A4)*z)"", ""(A1**2*x+A2*A4*z+A1*A2*t)"", ""(A1*x+A3*y+A4*z+A1*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{1}^3x + A_{0}A_{1}^2y + (A_{0}A_{1}^2 - A_{0}A_{2}A_{4} + A_{1}A_{2}A_{4})z)(A_{1}^2x + A_{2}A_{4}z + A_{1}A_{2}t)(A_{1}x + A_{3}y + A_{4}z + A_{1}t)t(x + y + z + t)	8
403	parsed	"[""x"", ""y"", ""((A0*A2-A0*A4)*x+A2*A4*y+A2*A4*z)"", ""z"", ""t"", ""(A0*x+A1*y+A2*t)"", ""(x+y+z+t)"", ""(A0*x+A3*y+A4*z+A4*t)""]"	Q(parameters)		xy((A_{0}A_{2} - A_{0}A_{4})x + A_{2}A_{4}y + A_{2}A_{4}z)zt(A_{0}x + A_{1}y + A_{2}t)(x + y + z + t)(A_{0}x + A_{3}y + A_{4}z + A_{4}t)	8
404	parsed	"[""x"", ""y"", ""z"", ""(A2*x+A0*y+A3*z)"", ""(A2**2*x+A1*A2*y+A1*A4*t)"", ""t"", ""(A2*x+A2*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{2}x + A_{0}y + A_{3}z)(A_{2}^2x + A_{1}A_{2}y + A_{1}A_{4}t)t(A_{2}x + A_{2}y + A_{3}z + A_{4}t)(x + y + z + t)	8
405	parsed	"[""x"", ""y"", ""z"", ""(A0*x+(A2-A4)*y+(A3-A4)*z)"", ""(A1*x+A3*z+A4*t)"", ""(A2*y+A3*z+A4*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + (A_{2} - A_{4})y + (A_{3} - A_{4})z)(A_{1}x + A_{3}z + A_{4}t)(A_{2}y + A_{3}z + A_{4}t)t(x + y + z + t)	8
406	parsed	"[""x"", ""y"", ""z"", ""((-A0+A2+A3-A4)*x+A0*y+A1*z)"", ""(x+t)"", ""(y+t)"", ""(z+t)"", ""(A2*x+A3*y+A1*z+A4*t)""]"	Q(parameters)		xyz((-A_{0} + A_{2} + A_{3} - A_{4})x + A_{0}y + A_{1}z)(x + t)(y + t)(z + t)(A_{2}x + A_{3}y + A_{1}z + A_{4}t)	8
407	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A1*y+A4*t)"", ""t"", ""(A2*x+A1*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{1}y + A_{4}t)t(A_{2}x + A_{1}y + A_{3}z + A_{4}t)(x + y + z + t)	8
408	parsed	"[""x"", ""y"", ""z"", ""(A1*x+A2*y+A0*z)"", ""(A1*x+A2*y+A3*t)"", ""t"", ""(x+y+z+t)"", ""((A1-A2+A4)*x+A4*y+(-A2+A3+A4)*z+(-A2+A3+A4)*t)""]"	Q(parameters)		xyz(A_{1}x + A_{2}y + A_{0}z)(A_{1}x + A_{2}y + A_{3}t)t(x + y + z + t)((A_{1} - A_{2} + A_{4})x + A_{4}y + (-A_{2} + A_{3} + A_{4})z + (-A_{2} + A_{3} + A_{4})t)	8
409	parsed	"[""x"", ""y"", ""z"", ""((A1-A4)*x+(A1-A4)*y+(A3-A4)*z)"", ""(A0*x+A2*y+A4*t)"", ""t"", ""(A1*x+A2*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((A_{1} - A_{4})x + (A_{1} - A_{4})y + (A_{3} - A_{4})z)(A_{0}x + A_{2}y + A_{4}t)t(A_{1}x + A_{2}y + A_{3}z + A_{4}t)(x + y + z + t)	8
410	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A2*y+A3*z)"", ""(A1*x+A3*z+A4*t)"", ""(A2*y+A3*z+A4*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{2}y + A_{3}z)(A_{1}x + A_{3}z + A_{4}t)(A_{2}y + A_{3}z + A_{4}t)t(x + y + z + t)	8
411	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A4*t)"", ""t"", ""(A2*x+A2*y+A3*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{4}t)t(A_{2}x + A_{2}y + A_{3}z + A_{4}t)(x + y + z + t)	8
412	parsed	"[""x"", ""y"", ""z"", ""((A1-A3)*x+(A2-A3)*y+A0*z)"", ""(A1*x+A2*y+A3*t)"", ""t"", ""(x+y+z+t)"", ""(A1*x+A2*y+A4*z+A4*t)""]"	Q(parameters)		xyz((A_{1} - A_{3})x + (A_{2} - A_{3})y + A_{0}z)(A_{1}x + A_{2}y + A_{3}t)t(x + y + z + t)(A_{1}x + A_{2}y + A_{4}z + A_{4}t)	8
413	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""z"", ""t"", ""(A0*x+A2*y+A3*t)"", ""(x+y+z+t)"", ""(A4*x+(A2+A3)*y+A3*z+A3*t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)zt(A_{0}x + A_{2}y + A_{3}t)(x + y + z + t)(A_{4}x + (A_{2} + A_{3})y + A_{3}z + A_{3}t)	8
414	parsed	"[""x"", ""y"", ""z"", ""(A2*x+A0*y+A1*z)"", ""(x+t)"", ""(y+t)"", ""(z+t)"", ""(A2*x+A3*y+A4*z+(A2+A3+A4)*t)""]"	Q(parameters)		xyz(A_{2}x + A_{0}y + A_{1}z)(x + t)(y + t)(z + t)(A_{2}x + A_{3}y + A_{4}z + (A_{2} + A_{3} + A_{4})t)	8
415	parsed	"[""x"", ""y"", ""z"", ""(A0*x+(A0-A1+A2)*y+(A0-A1+A3)*z)"", ""(A4*x+A3*z+A4*t)"", ""(A1*x+A2*y+A3*z+A4*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + (A_{0} - A_{1} + A_{2})y + (A_{0} - A_{1} + A_{3})z)(A_{4}x + A_{3}z + A_{4}t)(A_{1}x + A_{2}y + A_{3}z + A_{4}t)t(x + y + z + t)	8
416	parsed	"[""x"", ""y"", ""z"", ""((A1-A3)*x+(A2-A3)*y+A0*z)"", ""(A1*x+A2*y+A3*t)"", ""t"", ""(x+y+z+t)"", ""((A1-A3)*x+(A2-A3)*y+A4*z+A4*t)""]"	Q(parameters)		xyz((A_{1} - A_{3})x + (A_{2} - A_{3})y + A_{0}z)(A_{1}x + A_{2}y + A_{3}t)t(x + y + z + t)((A_{1} - A_{3})x + (A_{2} - A_{3})y + A_{4}z + A_{4}t)	8
417	parsed	"[""x"", ""y"", ""z"", ""((A2-A3)*x+A0*y+(-A3+A4)*z)"", ""(A2*x+A2*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A2*x+A3*y+A4*z+A3*t)""]"	Q(parameters)		xyz((A_{2} - A_{3})x + A_{0}y + (-A_{3} + A_{4})z)(A_{2}x + A_{2}y + A_{1}t)t(x + y + z + t)(A_{2}x + A_{3}y + A_{4}z + A_{3}t)	8
418	parsed	"[""x"", ""y"", ""z"", ""((A2-A4)*x+A0*y+(A3-A4)*z)"", ""((A2-A4)*x+A0*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A2*x+A4*y+A3*z+A4*t)""]"	Q(parameters)		xyz((A_{2} - A_{4})x + A_{0}y + (A_{3} - A_{4})z)((A_{2} - A_{4})x + A_{0}y + A_{1}t)t(x + y + z + t)(A_{2}x + A_{4}y + A_{3}z + A_{4}t)	8
419	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A3*t)"", ""t"", ""(A4*x+A2*y+A3*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{3}t)t(A_{4}x + A_{2}y + A_{3}z + A_{3}t)(x + y + z + t)	8
420	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""(A0*x+A3*y+A4*t)"", ""t"", ""(A2*x+A3*y+A4*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)(A_{0}x + A_{3}y + A_{4}t)t(A_{2}x + A_{3}y + A_{4}z + A_{4}t)(x + y + z + t)	8
421	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A3*y+A4*z)"", ""(A1*x+A3*y+A5*t)"", ""t"", ""(A2*x+A3*y+A4*z+A5*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{3}y + A_{4}z)(A_{1}x + A_{3}y + A_{5}t)t(A_{2}x + A_{3}y + A_{4}z + A_{5}t)(x + y + z + t)	8
422	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*z+A4*t)"", ""(A4*x+A5*y+A3*z+A4*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}z + A_{4}t)(A_{4}x + A_{5}y + A_{3}z + A_{4}t)t(x + y + z + t)	8
423	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*z+A0*t)"", ""(A4*x+A5*y+A3*z+A0*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}z + A_{0}t)(A_{4}x + A_{5}y + A_{3}z + A_{0}t)t(x + y + z + t)	8
424	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A3*t)"", ""t"", ""(A4*x+A2*y+A5*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{3}t)t(A_{4}x + A_{2}y + A_{5}z + A_{3}t)(x + y + z + t)	8
425	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""(A0*x+A2*y+A3*t)"", ""t"", ""(A4*x+A2*y+A5*z+A3*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)(A_{0}x + A_{2}y + A_{3}t)t(A_{4}x + A_{2}y + A_{5}z + A_{3}t)(x + y + z + t)	8
426	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A3*x+A4*y+A5*t)"", ""t"", ""((A0+A5)*x+A4*y+(A2+A5)*z+A5*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{3}x + A_{4}y + A_{5}t)t((A_{0} + A_{5})x + A_{4}y + (A_{2} + A_{5})z + A_{5}t)(x + y + z + t)	8
