recurrent_type_id	signature_kind	fingerprint	member_count	members	inventory_signature	hodge_signature	rank_Q	rank_F2	smith_normal_form	automorphism_group_order
rational_recurrent_006	rational	rational:9d168feab7fd7642ecf30d07dacb9d15e40c068b5c91076c9135e77bc9b74af3	4	84,84a,239,240	p3=16;p4_0=10;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	UNKNOWN | h12=0;h11=40;euler=80	26	23	1^23,2,6,12	6
