fiber_id	source_level	target_level	source_fingerprint	member_count	members	inventory_signature	hodge_signature	target_signature_count	target_classes	recovery_status
local_to_rational_006	local	rational	local:d689892f18909ee09390855bbe914f1af6c790faa8afbdeeae9eeeb3010b5a61	5	84,84a,239,240,241	p3=16;p4_0=10;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	UNKNOWN | h12=0;h11=40;euler=80	2	rational:9d168feab7fd7642ecf30d07dacb9d15e40c068b5c91076c9135e77bc9b74af3[84,84a,239,240]; rational:462f2b410aba3c0f73eff388afc3cb45413ea2adfe72bcd2b7aa3687f77a4ae0[241]	rational_separates_local_fiber
