claim_level	directed	evidence_type	join_state	relationship_id	relationship_type	source_id	target_id
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:94c1a8974f428a23e1c829a02023697ae0bc55c2829d09ba932bb2549a754a3b	source_crosswalk	cynk_meyer_table1:44	cynk_meyer_table1:44
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:c16c496139c90c6347713f5b39da8f426116f0c2dc4f9b041133e353616a3689	source_crosswalk	cynk_meyer_table1:45	cynk_meyer_table1:45
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:e1c0b2886f2a5353eb2f36aaff34da9883b21e2839546815ad4eb041a3fdf9fb	source_crosswalk	cynk_meyer_table1:46	cynk_meyer_table1:46
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:f3b6e70bf881353e2ec63ea864095fac6876026cdc6425222ee849f2cd4db35a	source_crosswalk	cynk_meyer_table1:47	cynk_meyer_table1:47
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:77dc90aebd21ea5db451f076f6afb7eb8b83cb427af7b139437cd7d2a3f60774	source_crosswalk	cynk_meyer_table1:48	cynk_meyer_table1:48
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:be581875fbc3444d12e0e8a6ab8074ed0325b84b79444423ea8b479ea52753ea	source_crosswalk	cynk_meyer_table1:49	cynk_meyer_table1:49
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:fb8f7a8c9f826e4419c473a228230e846edda2075f1529b665360d41ebc53d57	source_crosswalk	cynk_meyer_table1:50	cynk_meyer_table1:50
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:4e43aaf8cb1800c8491f7e4a2485a7ba89b12074707031be8a0510b51a481221	source_crosswalk	cynk_meyer_table1:51	cynk_meyer_table1:51
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:27961cfa4725d12de959c4e6479a418b8f003b4ccc2019ab83254affd2f680a3	source_crosswalk	cynk_meyer_table1:52	cynk_meyer_table1:52
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:4c2a0178712b628466915a3ca0aa1c3b084c4cf9a5ceb312e4d2197b656a7bd2	source_crosswalk	cynk_meyer_table1:53	cynk_meyer_table1:53
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:3b45ba2fd80d0309457747323eac3e1e71b22d304a1dfd316f3cab0c535f3a06	source_crosswalk	cynk_meyer_table1:54	cynk_meyer_table1:54
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:722a2736d225d57497c863dc9bd4df5392d6db681444799454d1447a29ebc551	source_crosswalk	cynk_meyer_table1:55	cynk_meyer_table1:55
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:303eac2d526c248c3f293c090829d0f10e2231dfc64fd1618d19e2498bb15f25	source_crosswalk	cynk_meyer_table1:56	cynk_meyer_table1:56
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:9e83835e83a7ee938f1f1542dc1b231fef04594bb55838729048ec4891467d35	source_crosswalk	cynk_meyer_table1:57	cynk_meyer_table1:57
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:80777e99a5f3f508b33121bf74189d317927880c346369cfc9b5a5a2ccd71c7d	source_crosswalk	cynk_meyer_table1:58	cynk_meyer_table1:58
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:122799831e90f3b95707ab7eefdbb07862c14cb70b49fa724f91a23a2c190856	source_crosswalk	cynk_meyer_table1:59	cynk_meyer_table1:59
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:f13fce646bc896fefe78df5f9d105057b37cbfba4543c0d950c4e2b91a938964	source_crosswalk	cynk_meyer_table1:60	cynk_meyer_table1:60
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:49fe175c8408a7a7428071bbccbe65f67a8a768d325ddde303c531738da0289d	source_crosswalk	cynk_meyer_table1:61	cynk_meyer_table1:61
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:ef6391ef18bae1ee25d847ea044040348df35534f68637f01bc839a35bf11db8	source_crosswalk	cynk_meyer_table1:62	cynk_meyer_table1:62
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:ad535b7a7fd194d453056bf6f4ae54255a902d9762b16432abcebf94a15ba0c3	source_crosswalk	cynk_meyer_table1:63	cynk_meyer_table1:63
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:f777eacc76ceab5ef82a813b1bee5344be31092e63771c7ced982b3030eb44f1	source_crosswalk	cynk_meyer_table1:64	cynk_meyer_table1:64
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:1f4b53afdff16bf60f31c267ce5a544d066b995f56e9979ffd92497c98583661	source_crosswalk	cynk_meyer_table1:65	cynk_meyer_table1:65
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:015a6416cc011e79f6675c5fbb9cb806ae8b76fee7b7bbd62602a506eb7b68df	source_crosswalk	cynk_meyer_table1:66	cynk_meyer_table1:66
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:9a0fa6eafd3da2469db4039b8b2547875f1be36c83dd8ff5dd2c0b6cd94a778f	source_crosswalk	cynk_meyer_table1:67	cynk_meyer_table1:67
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:463c8334ee18025f37c6488cbc6bd7da2fe678e484da20fadbcdde5dbafd5afb	source_crosswalk	cynk_meyer_table1:68	cynk_meyer_table1:68
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:8c52eaa0289c0db05005940dc14a72e2b61d5e2ae232b9cecc5ab3bfb58a8665	source_crosswalk	cynk_meyer_table1:69	cynk_meyer_table1:69
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:ca50551f7f9c449a2aadc458d0c1613452bfd8b6a616da19b80630333b4fbeea	source_crosswalk	cynk_meyer_table1:70	cynk_meyer_table1:70
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:707c36c13c0daa6251cfad186b342c79ff6acf00c1843bd986897e1ae9a625db	source_crosswalk	cynk_meyer_table1:71	cynk_meyer_table1:71
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:e6a2925f8cef68c31cf702a74f0116db1f361a04b3a3613902c63e300b9d76f7	source_crosswalk	cynk_meyer_table1:72	cynk_meyer_table1:72
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:43996bcd54c21d034293dc57f2334a00947e4b3069a037f83525a2efbc38f687	source_crosswalk	cynk_meyer_table1:73	cynk_meyer_table1:73
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:d07741a00050ca607cbbe3043b510deec97b6268d07c100f9a2da79db324a61b	source_crosswalk	cynk_meyer_table1:74	cynk_meyer_table1:74
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:3391ccd153c5d20ca648a51067dc3dc5a3500b24e118cc5679e8d0b5fcdf9fda	source_crosswalk	cynk_meyer_table1:75	cynk_meyer_table1:75
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:3326063b7be7587a8d1532fe98a92d7a4664b07c47e81da74191fdefdaf6da43	source_crosswalk	cynk_meyer_table1:76	cynk_meyer_table1:76
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:e580fa68392daf757b9877ab91af8710d3ab7ef22bc7cc699690c7357066ba49	source_crosswalk	cynk_meyer_table1:77	cynk_meyer_table1:77
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:a206898a588b12320d41b0346a3a63585c8bf8af81a8dff64951bc7bd1c72d8f	source_crosswalk	cynk_meyer_table1:78	cynk_meyer_table1:78
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:40af55eab9dde2985140878037f1521b851768c728849ace73e2e6f8f0278a28	source_crosswalk	cynk_meyer_table1:79	cynk_meyer_table1:79
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:3613b1874e04ddf4c2072d0e4643043dc0dbe021b505d78a880dbb3f36d7569d	source_crosswalk	cynk_meyer_table1:80	cynk_meyer_table1:80
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:11272165f22ffe9a89e06aef1f4291509b71c164166270e00e9f189446c6993d	source_crosswalk	cynk_meyer_table1:81	cynk_meyer_table1:81
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:fffa63e865b7210192031ea92efbe0c9705121cb9ae6444e859f1a074eb9a912	source_crosswalk	cynk_meyer_table1:82	cynk_meyer_table1:82
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:10777a63becb0d8d3f3659bbe1e30de2d862fe4bd1a07a6ed51bcbd9ddcab0b4	source_crosswalk	cynk_meyer_table1:83	cynk_meyer_table1:83
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:90f832a8ed52345a6da1933ed356a1c5cc12e45c6fe0369867045516898e5933	source_crosswalk	cynk_meyer_table1:84	cynk_meyer_table1:84
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:52820515ce7178380267d6d44712beb1ecd13371ab0ba7df352889c0e6ed4e14	source_crosswalk	cynk_meyer_table1:85	cynk_meyer_table1:85
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:d4f6b5446a397fe270c47d5f4241e0d124c8cb25096fda4782cb17b0e899d772	source_crosswalk	cynk_meyer_family_equations:1	cynk_meyer_table1:1
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:a1432affcb8098fec44137b3b513ce2264ccc6dc716346e55a418a1aa2e68f6f	source_crosswalk	cynk_meyer_family_equations:5	cynk_meyer_table1:5
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:209e15f5a1cd97f6926e6e98b3c13a0a42f4e0ee3bf1f1f4aa78e31a3482dc3b	source_crosswalk	cynk_meyer_family_equations:14	cynk_meyer_table1:14
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:afdeaa5f505498f3e1fe9dc769368f200f40cc6d5230282ce073b5926ed10354	source_crosswalk	cynk_meyer_rigid_equations:1	cynk_meyer_table1:1
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:06a81f01339009d05ff89d50238a806b726cd13af411d63b305dc43898fdbb34	source_crosswalk	source_assembly:1	cynk_meyer_table1:1
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:68db0c7241bc77a2da60ec82f29ba64d50450a749e0db9ee9e526f9e2aaf474f	derived_from_source_presentation	source_assembly:1	ckc:1
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:45e17999f1a7f7867de8ad700c71d85fb39a29918612def2d6ab1b540f2383a9	source_crosswalk	source_assembly:3	cynk_meyer_table1:3
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:2c5bd64f495e3366907515dbe79a921d1bb093b4fb0499bcd313b1137407d0fa	derived_from_source_presentation	source_assembly:3	ckc:3
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:9b7723d417454b5d5a70a8401f5cf701c1aa04d049ab5bfa56aef8ac21868f3b	source_crosswalk	source_assembly:19	cynk_meyer_table1:19
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:d390f9763947335e436e60ccdb651506359747e76e83580cf7cd2367e19db718	derived_from_source_presentation	source_assembly:19	ckc:19
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:25beeed8a9793406e37e09a9e91bfa04e48b37674a3976ae7af8561e3751fc08	source_crosswalk	source_assembly:32	cynk_meyer_table1:32
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:7aa2f2b41f76ed7c7913ac9319ea9fec46d4f5669b287f570951c4086d634ca1	derived_from_source_presentation	source_assembly:32	ckc:32
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:5b3475f33bdf3350fad7644ea7c91546a2548c485ef12a0480f9d010eed5c20e	source_crosswalk	source_assembly:69	cynk_meyer_table1:69
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:b74ca0266bb45dfbaa7e38896c2ec49724bc8243e0420c98caf0943fed82f378	derived_from_source_presentation	source_assembly:69	ckc:69
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:38ce73f82228713e79355f0c0d2b0e3e33319e42913516d3b03f161229829025	source_crosswalk	source_assembly:84	cynk_meyer_table1:84
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:db8b161a852fa3d959ae72db6f1dd819e80ba7650ace7039a3eeffae21bad0cc	derived_from_source_presentation	source_assembly:84	ckc:84
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:8aabbd097a1bef4a730a7d7bd36c0781ed2f942ba8ade58b904b72e0964be62a	derived_from_source_presentation	source_assembly:84a	ckc:84a
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:6c9ffbb5e5c7eb6f1671ea1a6b7b9835ceca5ba9a48b380b3d14e7afc723077a	source_crosswalk	source_assembly:93	cynk_meyer_table1:93
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:df5c7d0b08242c4f3d9c18acb18d71e42a72e984d9a7c7369d165d61aa9ede1f	derived_from_source_presentation	source_assembly:93	ckc:93
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:a4d22ae8dcaa6f743ef48114008c42868171cb72d6cef4ff5271172a1ebfea1a	source_crosswalk	source_assembly:238	cynk_meyer_table1:238
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:1e811294952065da6a974977e2df2eda25633e14df4fcaef9f2b584accc8113d	derived_from_source_presentation	source_assembly:238	ckc:238
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:c72c64262a1c7ef87ef58a8db0aeb06b00d86f9f25ef99f7373038f8b36dbe11	source_crosswalk	source_assembly:239	cynk_meyer_table1:239
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:5629b577a63156f6c94832046f3549c190f64587b198521924beacb93d99391f	derived_from_source_presentation	source_assembly:239	ckc:239
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:aea15ec7a0c4b8a4df5fc5c4193cab9d47b5c725d3b4402dbfcc8f5a5b5de3ea	source_crosswalk	source_assembly:240	cynk_meyer_table1:240
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:cffbebd5466601ec67d611d8cd47da547d7182a6f65d0d5add81ea21d49170d4	derived_from_source_presentation	source_assembly:240	ckc:240
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:da16a65c7878a3b0b3e4c898955476821ca6d5d92cfcd11c4d6f8b8bc1feb49b	source_crosswalk	source_assembly:241	cynk_meyer_table1:241
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:37c03b626a98bf59f649918c6514ef58bb79b748a573a9287eb31713c9ffd1fc	derived_from_source_presentation	source_assembly:241	ckc:241
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:69ad4ddf17d7d478d1423c0f372c7fa13ad34be3a688615afca2c5026c12205c	source_crosswalk	source_assembly:245	cynk_meyer_table1:245
source_reported_or_computational	YES	arrangement_label	matched_repo_local	universe_relationship:2391be21d29781d7ac967e12bca87fe5add652bb924f503ddd2f1ae5d45481cd	derived_from_source_presentation	source_assembly:245	ckc:245
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:c65195bf30b2d3d4a2ab9c9dd71c61d8ca5287c053927d36887298938c57ef9b	has_node_conifold_artifact	ckc:84	node_artifact:node_link:e493f128025d5ae08875e73f51239987de25048cd5cbb99f4ffb341c5dcf38ea
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:ab2b3536960ac5f811687a044c21c653a96de455a234c5bee97806224bd626ae	has_node_conifold_artifact	ckc:84	node_artifact:node_link:9bbf82a039bacb23440ebcd6d80842c6108bf9ead1b30edebc8eb38a8c5fc2ea
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:2e7d566590e1bd167ae1da13ff9c0a69d060bcf66d2491edde56449c487d9596	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:7452072c9bc8684d4e4322f96126b81604fe50e3f7cbb4fd906a14f9f1c0f6d3
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:e7dedab0344309cae010f1eb10fa2174655aafc172f4442fec9186a7597c15aa	has_node_conifold_artifact	ckc:84	node_artifact:node_link:8a8e2ca228896f743853ea553352cd61a9001886ab47472076b4775149ca1337
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:78a4c4380aa10ccf8c23021b5133434428a722945581490eb9162855044cc646	has_node_conifold_artifact	ckc:84	node_artifact:node_link:a9ca161047805c57038360e7d5d03b339d27e9e085ed3b5c25e9bae97813d292
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:8fe45e543f5a889b4b03fe5b5f243b060e738e5fddf5217d4001cfc70c0aefed	has_node_conifold_artifact	ckc:84	node_artifact:node_link:0b3a42a0f2c44358bbfc6c3a360e4a1d83cc210a6998da117f9d81c05608af35
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:464d7f7654e968bb5595a3aaa026e498f7d6f071f54a1d8bccf3cebba853f108	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:7819eeace5c531a11eef2672eb2716f5d414d35ad863a1098fdac8bc85049ecc
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:d61438276eb2123bd5c3f68b532f91c9fa54e1332d2d7acc10b6f4cd51ba20cc	has_node_conifold_artifact	ckc:84	node_artifact:node_link:077aa2db78ffbffd3c6971898d02c18c588cf66a9a0a86a4c6872ba959c6a041
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:c8218a7b635246ef7598bea40b529a0e2f4479f8183f76ba36e4a1495ab6411f	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:bad865331a868aa53396b82527a61ccbf3580c2d72b11f2ae1bf2cbbefa638d9
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:c0126213c51a2936bb095ee0485a65b3ff9b9bc25a0c1dac9e1e5250e5877a8d	has_node_conifold_artifact	ckc:84	node_artifact:node_link:6a624b8600600b1cf610a22a9c206ebe8752630446a510f320fc7a89514eab64
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:97232a08f2989a1f4566adf1985fdcac6223f215a1461caa703d3b5307e44078	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:9cda7941c24f2b2fd2ab4e930546774892ddcf8c694a04a569c524a70e1d7e42
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:07d5ba35ec28be0228ff3ba6ed40378288d90909b43c0ba78b8cebd78baa1b93	has_node_conifold_artifact	ckc:84	node_artifact:node_link:45703dcaef9be6238e59a96550b12fe54ec0394d28f23c619aae0139acc9e39a
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:5651a60c0640b8b99dc87e7ddaa8ff0a8e6bfc7f9851f026cddcc5018cb4c998	has_node_conifold_artifact	ckc:84	node_artifact:node_link:a6c9e502619f76606542e0bbbedc490b5247336c1b5c38b9ef360fe34eb786d0
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:c1ae713ce1febdea4892253b7c324f0d7d9c962f0a5762fae777c0d732474b31	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:289ea438a9e364ffb03933ddd9fe50d2dd338fd005c52d90ac6b01aba633791e
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:8ee5c8362e556f366f60ffca33db7a0ab1bc73982d6a0ebbd43e3be1814e9636	has_node_conifold_artifact	ckc:84	node_artifact:node_link:b0de3efa4e1c59719bdd39f2801563b2b93259d01a893a5b6c15138b69fefdaf
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:a515c385511be54b8c1e5bb378765527782a6b494e75afe306fdec23d9c2009d	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:61a8bd80959c9494b4cedabb18aa895ea6d4fcfea9d21d290fb2e650d172de31
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:cc80422ad27aefd3c7f3f7febc09ce3107cba2b17e5491280bfbfac88b8ea125	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:e58cbd3e7c489e1c82397ca76bd578c19245c6a8862e317633397cf6d82c2b22
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:ab2b3536960ac5f811687a044c21c653a96de455a234c5bee97806224bd626ae	has_node_conifold_artifact	ckc:84	node_artifact:node_link:9bbf82a039bacb23440ebcd6d80842c6108bf9ead1b30edebc8eb38a8c5fc2ea
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:2e7d566590e1bd167ae1da13ff9c0a69d060bcf66d2491edde56449c487d9596	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:7452072c9bc8684d4e4322f96126b81604fe50e3f7cbb4fd906a14f9f1c0f6d3
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:d04aa7b0b695c9f927c2985cc7ba7b923c37d3d54d7290c8e70183325d7beaea	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:31e223ad5fb87dcc138231bb80870a262b8929c0ed8afe7008bc16d0f36b97f4
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:b42a9083092a1893dc3e4cff8b775f0d7181f0c5d4de1c16f3d9c1207829f3e9	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:c9a776a796f2f51942ae0b89e8b039181c5fba2de736b071c536f84fb73c0680
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:8fe45e543f5a889b4b03fe5b5f243b060e738e5fddf5217d4001cfc70c0aefed	has_node_conifold_artifact	ckc:84	node_artifact:node_link:0b3a42a0f2c44358bbfc6c3a360e4a1d83cc210a6998da117f9d81c05608af35
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:464d7f7654e968bb5595a3aaa026e498f7d6f071f54a1d8bccf3cebba853f108	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:7819eeace5c531a11eef2672eb2716f5d414d35ad863a1098fdac8bc85049ecc
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:d61438276eb2123bd5c3f68b532f91c9fa54e1332d2d7acc10b6f4cd51ba20cc	has_node_conifold_artifact	ckc:84	node_artifact:node_link:077aa2db78ffbffd3c6971898d02c18c588cf66a9a0a86a4c6872ba959c6a041
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:c8218a7b635246ef7598bea40b529a0e2f4479f8183f76ba36e4a1495ab6411f	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:bad865331a868aa53396b82527a61ccbf3580c2d72b11f2ae1bf2cbbefa638d9
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:c0126213c51a2936bb095ee0485a65b3ff9b9bc25a0c1dac9e1e5250e5877a8d	has_node_conifold_artifact	ckc:84	node_artifact:node_link:6a624b8600600b1cf610a22a9c206ebe8752630446a510f320fc7a89514eab64
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:97232a08f2989a1f4566adf1985fdcac6223f215a1461caa703d3b5307e44078	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:9cda7941c24f2b2fd2ab4e930546774892ddcf8c694a04a569c524a70e1d7e42
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:c2cf1aa0e79296052a763eccb2cc930042d81d54574e048fa9f84c09f4ae0a4e	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:00ffd8ace9b73ad7557879a6d10023a8061de4f9249a2cac11655c09f8c0ac8a
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:5651a60c0640b8b99dc87e7ddaa8ff0a8e6bfc7f9851f026cddcc5018cb4c998	has_node_conifold_artifact	ckc:84	node_artifact:node_link:a6c9e502619f76606542e0bbbedc490b5247336c1b5c38b9ef360fe34eb786d0
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:c1ae713ce1febdea4892253b7c324f0d7d9c962f0a5762fae777c0d732474b31	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:289ea438a9e364ffb03933ddd9fe50d2dd338fd005c52d90ac6b01aba633791e
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:8ee5c8362e556f366f60ffca33db7a0ab1bc73982d6a0ebbd43e3be1814e9636	has_node_conifold_artifact	ckc:84	node_artifact:node_link:b0de3efa4e1c59719bdd39f2801563b2b93259d01a893a5b6c15138b69fefdaf
source_reported_or_computational	YES	artifact_inventory	matched_repo_local	universe_relationship:a515c385511be54b8c1e5bb378765527782a6b494e75afe306fdec23d9c2009d	has_node_conifold_artifact	ckc:84a	node_artifact:node_link:61a8bd80959c9494b4cedabb18aa895ea6d4fcfea9d21d290fb2e650d172de31
source_reported_or_computational	YES	source_label_or_role	matched_repo_local	universe_relationship:f0ba65e92c61f1a7b25334acb935eefeb292055695ce58ba919e692b0ea3747a	has_operator_fibration_arithmetic_enrichment	ckc:1	operator_link:operator_arithmetic:4dec0e813edc5c84fdc7cb8e560d8b8ad008ce6249aba173b872c2c794c57bad
source_reported_or_computational	YES	source_label_or_role	matched_repo_local	universe_relationship:d83e91275c3ed5791e6645ce5768f90b0086bf64b0d503d82dcfd680e11aeb7d	has_operator_fibration_arithmetic_enrichment	ckc:2	operator_link:operator_arithmetic:9d4c31611f735708949ca18e5431ca6a0741b1785dc86fbdb39bff000b2d597a
source_reported_or_computational	YES	source_label_or_role	matched_repo_local	universe_relationship:4846234e267fe20e332e9fd48979fee594ac4995174fcfaa5bcce7157fe32b1e	has_operator_fibration_arithmetic_enrichment	ckc:5	operator_link:operator_arithmetic:38bd7d3323beebcf7c6a87ab7e961acdf6948e9f63d5247c3c061a02fc167a55
source_reported_or_computational	YES	source_label_or_role	matched_repo_local	universe_relationship:fd92b9549e4fe2621690ac81a29bade7cd7306dca5ed4630fae7cc2cd2873d99	has_operator_fibration_arithmetic_enrichment	ckc:6	operator_link:operator_arithmetic:2817a27830e7aa64a79c967a45f5e557737cba9eb59ac9fd6ccc5d15293ea7a7
source_reported_or_computational	YES	source_label_or_role	matched_repo_local	universe_relationship:413797213b8eb4006c38e7a5d5412c8204560080716e994afcf850d02a21f099	has_operator_fibration_arithmetic_enrichment	ckc:10	operator_link:operator_arithmetic:875e150a1c3e9449bfbebbe21847a7b957ea89dda8faee0a5a519f7489a17141
source_reported_or_computational	YES	source_label_or_role	matched_repo_local	universe_relationship:3e2c30fa3eaebab0d8b72c2954337640a62f6b3a8679fdd0c27bd9969bf3e4c5	has_operator_fibration_arithmetic_enrichment	ckc:11	operator_link:operator_arithmetic:0fa615a9ab0162c3929b27100b0a40e54c240b54915925ac6c16b1c05886c315
source_reported_or_computational	YES	source_label_or_role	matched_repo_local	universe_relationship:7ed8750c5fdcc3aafdba24c19dd751854989abb428692cab15e7bd0c89bd6f4f	has_operator_fibration_arithmetic_enrichment	ckc:14	operator_link:operator_arithmetic:879bdc3a1b37f69124ee2bc6a09b230bb2a5f1900debfc8b8092a547cf445e94
source_reported_or_computational	YES	source_label_or_role	matched_repo_local	universe_relationship:de9e9d7a14fa9260d28a7eb0b2ef98add46081247a6a92e271740297fe9a147e	has_operator_fibration_arithmetic_enrichment	ckc:18	operator_link:operator_arithmetic:d5e4199b36ff27385165e8d9bc623466dce289d63d03c19af285f3c868f5c238
