assembly_computation_status	assembly_equivariant_fingerprint	assembly_integral_fingerprint	assembly_rational_fingerprint	automorphism_group_order	ckc_equation_type	ckc_has_parameters	ckc_id	ckc_source_extraction_status	ckc_validation_tier	claim_level_firewall	cokernel_dim_Q	corpus_release_fingerprint	cynk_meyer_id	double_line_orbit_sizes	entity_level	equivariant_signature	hodge	hodge_signature	identity_resolution_status	integral_signature	kernel_dim_Q	local_inventory	local_signature	matrix_hash	matrix_path	matrix_status	multiple_point_orbit_sizes	plane_orbit_sizes	presentation_id	presentation_kind	rank_F2	rank_Q	rational_signature	smith_normal_form	smith_normal_form_compact	source_assembly_available	source_blocker	torsion_invariant_factors	torsion_primes	universe_id
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	101	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			101	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:101
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	102	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			102	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:102
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	103	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			103	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:103
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	104	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			104	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:104
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	105	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			105	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:105
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	106	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			106	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:106
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	107	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			107	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:107
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	108	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			108	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:108
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	109	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			109	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:109
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	110	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			110	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:110
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	111	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			111	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:111
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	112	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			112	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:112
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	113	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			113	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:113
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	114	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			114	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:114
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	115	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			115	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:115
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	116	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			116	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:116
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	117	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			117	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:117
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	118	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			118	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:118
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	119	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			119	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:119
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	120	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			120	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:120
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	121	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			121	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:121
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	122	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			122	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:122
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	123	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			123	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:123
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	124	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			124	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:124
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	125	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			125	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:125
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	126	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			126	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:126
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	127	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			127	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:127
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	128	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			128	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:128
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	129	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			129	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:129
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	130	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			130	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:130
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	131	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			131	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:131
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	132	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			132	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:132
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	133	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			133	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:133
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	134	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			134	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:134
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	135	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			135	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:135
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	136	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			136	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:136
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	137	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			137	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:137
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	138	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			138	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:138
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	139	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			139	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:139
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	140	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			140	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:140
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	141	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			141	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:141
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	142	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			142	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:142
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	143	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			143	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:143
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	144	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			144	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:144
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	145	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			145	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:145
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	146	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			146	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:146
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	147	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			147	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:147
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	148	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			148	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:148
