assembly_computation_status	assembly_equivariant_fingerprint	assembly_integral_fingerprint	assembly_rational_fingerprint	automorphism_group_order	ckc_equation_type	ckc_has_parameters	ckc_id	ckc_source_extraction_status	ckc_validation_tier	claim_level_firewall	cokernel_dim_Q	corpus_release_fingerprint	cynk_meyer_id	double_line_orbit_sizes	entity_level	equivariant_signature	hodge	hodge_signature	identity_resolution_status	integral_signature	kernel_dim_Q	local_inventory	local_signature	matrix_hash	matrix_path	matrix_status	multiple_point_orbit_sizes	plane_orbit_sizes	presentation_id	presentation_kind	rank_F2	rank_Q	rational_signature	smith_normal_form	smith_normal_form_compact	source_assembly_available	source_blocker	torsion_invariant_factors	torsion_primes	universe_id
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	236	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			236	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:236
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	237	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			237	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:237
computed_exact_two_stratum_source_assembly	equivariant:293e7dab639ec2deeb5ea84fdc5190c1920d1931bf169fb1e8e163c50ee7db29	integral:51c7cb95decd38422c44283d0e6eb91ed616e9a348458fbd64a9bd2e0afef4b1	rational:405da6b6fa75a4fb255b0f47f73b366ab6d9c8c909e858a6f48b2786468e6a22	192	fixed_rational	NO	238	extracted	S1_SOURCE_RECOMPUTED	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE	0	8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b		[12,16]	PRESENTATION	equivariant:a8b1461451db335606ad94e017905a6a40426a06936b771749e0f2670cfe1833			presentation_level_only_geometry_identity_unresolved	integral:302de856777e06b1742b9c8d82b0be565d186602026844a0312bda18a65639a5	8	"{""l3"":0,""p3"":8,""p4_0"":12,""p4_1"":0,""p5_0"":0,""p5_1"":0,""p5_2"":0}"	p3=8;p4_0=12;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	bd2be19ea69fb59b5c36d23626f64f2b5cd4b19a9ce7a14ff18d125cb7214814	research_outputs/hodgecy_ii/source_assembly_deep_dive/all_456_source_assembly_matrices/source_assembly_matrix_238.json	stored_exact_integer_incidence_matrix	[8,12]	[8]	238	eight_plane_arrangement_fixed_candidate	16	20	rational:9b5e953420f34aba2b444b9acf1b90d38c3a5e9f1f49e7b71990a6a4043284d3	[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,12]	1^16,4^3,12	True		[4,4,4,12]	[2,3]	ckc:238
computed_exact_two_stratum_source_assembly	equivariant:0d480f7fd07bcb080743f003b1309d6316290817ea1177055ea1514979fd13df	integral:6e71b52edeb7fb43a2d3c314484508c54ae48ffb13fe4d4236e29aabbd1f003c	rational:9d168feab7fd7642ecf30d07dacb9d15e40c068b5c91076c9135e77bc9b74af3	24	fixed_rational	NO	239	extracted	S1_SOURCE_RECOMPUTED	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE	0	8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b		[4,6,6,12]	PRESENTATION	equivariant:da791f3314b04bc7ad5ee4a57268e1aee1478097951fe42c6214fb42eafa2990			presentation_level_only_geometry_identity_unresolved	integral:15bb35006501ffbe975fa63f8653bb4ac69d51f0574a9badbfb79778e04c52f5	2	"{""l3"":0,""p3"":16,""p4_0"":10,""p4_1"":0,""p5_0"":0,""p5_1"":0,""p5_2"":0}"	p3=16;p4_0=10;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	254e402e76f50ae9384f69e4215cfe9f580db0576ece6cfe57ee698cc3beb188	research_outputs/hodgecy_ii/source_assembly_deep_dive/all_456_source_assembly_matrices/source_assembly_matrix_239.json	stored_exact_integer_incidence_matrix	[4,4,6,12]	[4,4]	239	eight_plane_arrangement_fixed_candidate	21	26	rational:7fd30f3ecd2e87dc8be51f423d5c008e85920f600f819d6a6af453f0261da336	[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,12]	1^21,2,4^3,12	True		[2,4,4,4,12]	[2,3]	ckc:239
computed_exact_two_stratum_source_assembly	equivariant:1a02b414b33e84e6a398b214bc2682820f5dc5f7a593654b29418954633bf73b	integral:0f35cfa13ab162d82ff72b9eefe774ef9525849e3b621dab8bbf942c57f53985	rational:9d168feab7fd7642ecf30d07dacb9d15e40c068b5c91076c9135e77bc9b74af3	6	fixed_rational	NO	240	extracted	S1_SOURCE_RECOMPUTED	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE	0	8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b		[1,3,3,3,3,3,3,3,6]	PRESENTATION	equivariant:487ca377cbb46ca12052bcab5a579c5161f7759b033eb50dadcac48328717778			presentation_level_only_geometry_identity_unresolved	integral:77b0dc10bbad613ebed3ee2c92525d0d49181ba614620568a0cd3ccf52a6fb14	2	"{""l3"":0,""p3"":16,""p4_0"":10,""p4_1"":0,""p5_0"":0,""p5_1"":0,""p5_2"":0}"	p3=16;p4_0=10;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	142ead44cd6555dd31821dbdbb42c9fb06910ee95ae57cb6a5c1c309f3c519ba	research_outputs/hodgecy_ii/source_assembly_deep_dive/all_456_source_assembly_matrices/source_assembly_matrix_240.json	stored_exact_integer_incidence_matrix	[1,1,3,3,3,3,3,3,6]	[1,1,3,3]	240	eight_plane_arrangement_fixed_candidate	23	26	rational:7fd30f3ecd2e87dc8be51f423d5c008e85920f600f819d6a6af453f0261da336	[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,12]	1^23,2,6,12	True		[2,6,12]	[2,3]	ckc:240
computed_exact_two_stratum_source_assembly	equivariant:f308bc01d071aafc31cb16a5f5eb6dd197ac9e191ef086cdc51d7f235cde7f45	integral:6d7364b1b430714f158be54459f86f79bc76a2030464babcc8364e9ea44169f6	rational:462f2b410aba3c0f73eff388afc3cb45413ea2adfe72bcd2b7aa3687f77a4ae0	32	fixed_rational	NO	241	extracted	S1_SOURCE_RECOMPUTED	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE	2	8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b		[4,8,16]	PRESENTATION	equivariant:b4af3409f215940d655fe7b2876b1d5074d63e34854aa8e92402d22db34dc111			presentation_level_only_geometry_identity_unresolved	integral:c401b36bf439663552e0be5faa1aae77562041b497e088ee7c32b7bec66dd958	4	"{""l3"":0,""p3"":16,""p4_0"":10,""p4_1"":0,""p5_0"":0,""p5_1"":0,""p5_2"":0}"	p3=16;p4_0=10;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	7569479f7d1fcde8fd6930dbf48244f5377ae406d72eccfef45d0acf8cb313ed	research_outputs/hodgecy_ii/source_assembly_deep_dive/all_456_source_assembly_matrices/source_assembly_matrix_241.json	stored_exact_integer_incidence_matrix	[2,8,16]	[8]	241	eight_plane_arrangement_fixed_candidate	24	24	rational:65362ed7780922104a452e9ca15f617e04d5e9a9f061227f873414cada77c5d2	[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3]	1^19,3^5	True		[3,3,3,3,3]	[3]	ckc:241
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	242	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			242	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:242
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	243	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			243	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:243
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	244	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			244	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:244
computed_exact_two_stratum_source_assembly	equivariant:6dc241cbd454931756deee3847164797a7219b7f9fc02ad865bc8ed4262596f4	integral:fb764fc756f722a1b5e4f70eee790c679597e9b87c03065064b78e8c6b1d23b2	rational:84e97413f1ec74450843281a3416cdaeec8f147bd0a22079648de98ef9574d4d	2	fixed_rational	NO	245	extracted	S1_SOURCE_RECOMPUTED	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE	2	8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b		[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2]	PRESENTATION	equivariant:43505806722257774316c4ae2723a33fa685131ad7948cc7aa019eda4438791c			presentation_level_only_geometry_identity_unresolved	integral:e2d3d09e0d57ca26ce785f37f4670d606074766259e7aed809f1f4e1d1760988	1	"{""l3"":0,""p3"":20,""p4_0"":9,""p4_1"":0,""p5_0"":0,""p5_1"":0,""p5_2"":0}"	p3=20;p4_0=9;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0	ee0c82ae85802467ef2e52e176ce6b8e832cb2804bc3837b34f4acd70a35e2aa	research_outputs/hodgecy_ii/source_assembly_deep_dive/all_456_source_assembly_matrices/source_assembly_matrix_245.json	stored_exact_integer_incidence_matrix	[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2]	[1,1,1,1,2,2]	245	eight_plane_arrangement_fixed_candidate	24	27	rational:b2d4d61e290a262226989972538a9fa6be5e0ea689b64af4fd2b00959a25a3f1	[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,12]	1^24,2^2,12	True		[2,2,12]	[2,3]	ckc:245
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	246	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			246	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:246
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	247	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			247	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:247
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	248	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			248	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:248
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	249	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			249	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:249
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	250	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			250	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:250
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	251	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			251	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:251
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	252	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			252	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:252
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	253	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			253	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:253
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	254	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			254	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:254
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	255	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			255	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:255
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	256	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			256	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:256
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	257	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			257	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:257
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	258	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			258	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:258
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	259	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			259	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:259
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	260	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			260	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:260
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	261	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			261	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:261
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	262	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			262	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:262
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	263	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			263	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:263
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	264	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			264	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:264
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	265	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			265	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:265
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	266	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			266	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:266
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	267	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			267	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:267
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	268	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			268	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:268
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	269	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			269	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:269
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	270	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			270	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:270
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	271	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			271	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:271
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	272	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			272	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:272
unresolved_source_parameter_constraints_missing_from_local_payload					parameterized	YES	273	extracted	S0_UNVALIDATED_SOURCE_RECORD	SOURCE_PRESENTATION_PAIRWISE_COMPARISON_NOT_GEOMETRY_COLLAPSE		8bbf1dff732529afb634f4a24c1d250d3e7ff3a54c79cbfd9c3584e4bca1622b			PARAMETERIZED_FAMILY				presentation_level_only_geometry_identity_unresolved							not_applicable_uncomputed			273	eight_plane_arrangement_family						False	The software can parse and test the symbolic family, but the local CKC payload does not include the parameter ideal/excluded loci needed to recover the classified incidence table.			ckc:273
