cluster_id,left_arrangement,right_arrangement,shared_local_inventory,shared_hodge,left_automorphism_group_order,right_automorphism_group_order,left_rank_Q,right_rank_Q,left_rank_F2,right_rank_F2,left_smith_normal_form,right_smith_normal_form,left_plane_orbit_sizes,right_plane_orbit_sizes,left_double_line_orbit_sizes,right_double_line_orbit_sizes,left_multiple_point_orbit_sizes,right_multiple_point_orbit_sizes,differences
fixed_equation_batch_001_cluster_001,84,84a,p3=16;p4_0=10;p4_1=0;p5_0=0;p5_1=0;p5_2=0;l3=0,h12=0;h11=40;euler=80,6,24,26,26,23,21,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,12","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,12","1,1,3,3","4,4","1,3,3,3,3,3,3,3,6","4,6,6,12","1,1,3,3,3,3,3,3,6","4,4,6,12",automorphism_group_order; rank_F2; smith_normal_form; plane_orbits; double_line_orbits; multiple_point_orbits; character_C1; character_C0
